time,android.sensor.accelerometer.mean,android.sensor.gyroscope.mean,sound.mean,target,android.sensor.game_rotation_vector.mean,android.sensor.gyroscope_uncalibrated.mean,android.sensor.linear_acceleration.mean,android.sensor.orientation.mean,android.sensor.rotation_vector.mean,speed.mean
0.053019146,0.228287446,0.012326529,0.994211129,Bus,0.63015589,0.026477063,0.060022829,0.351097278,0.871738154,0.13142508
0.005891016,0.235317256,0.002256322,0,Train,0.036693915,0.005437579,0.015738601,0.247234494,0.764436988,0.727445046
0.167893962,0.238702967,0.010669186,0,Car,0.570063627,0.010357036,0.02126924,0.199428922,0.63966624,0.22799582
0.159057437,0.221287306,0.012377235,0.993998914,Car,0.788817187,0.027035086,0.038661405,0.219871843,0.62691767,0.705801356
0.032400589,0.167250473,0.152291153,0.842382123,Train,0.448834009,0.229755592,0.002166368,0.139005694,0.67735018,0
0.427098675,0.232489455,0,0.898604127,Car,0,0,0,0,0,0
0.020618557,0.302691049,0.105511666,0.855079258,Walking,0.995565253,0.160409505,0.182768152,0.905698632,0.934642296,0
0.360824742,0.24551041,0.000424285,0.405832047,Still,0.567839026,0.012663952,0.000880207,0.384845923,0.976823979,0
0.142857143,0.279221774,0,0,Walking,0,0,0.120787748,0.229041662,0,0
0.070692194,0.261378492,0.058331769,0.894868264,Car,0.930262362,0.081567477,0.024807266,0.326186571,0.866940649,0.31333803
0.117820324,0.222670525,0.001839442,0.993914522,Train,0.844605315,0.010294595,0.003902103,0.106800796,0.366752555,0
0.110456554,0.188301596,0.079086807,0.821389114,Bus,0.894101505,0.086605614,0.041461065,0.634870939,0.983561063,0
0.005891016,0.243123934,0.000287008,0,Still,0.068926444,0.004249632,0.000929744,0.878498922,0.048798804,0
0.209131075,0.253418214,0.097310846,0.878436829,Walking,0.999042234,0.19401082,0.156243118,0.597781514,0.802652157,0.023364459
0.213549337,0.317919261,0.01373316,0.778105022,Train,0,0,0.037258737,0.29174583,0.763804493,0
0.085419735,0.231741693,0.038319219,0.772082305,Train,0.356096991,0.102650805,0.089456786,0.823462036,0.260536837,0
0.117820324,0.258978775,0.050909782,0.954176093,Car,0.402652865,0.114839181,0.0325496,0.514516396,0.921008274,0
0.138438881,0.242025256,0.001864178,0.535761657,Still,0.997690701,0.017678206,0.010813577,0.790342275,0.389736431,0.016762943
0.1089838,0.301136004,0.119039953,0.86586751,Walking,0.980540422,0.193875157,0.100289938,0.800882681,0.803643964,0.007690801
0.571428571,0.264197245,0.002520129,0.993933283,Walking,0.720653578,0.008967955,0.004090325,0.793305029,0.82088887,0
0.058910162,0.262298706,0.001198512,0.994173713,Still,0.964311557,0.010490367,0.001427996,0.49716226,0.971981382,0
0.13107511,0.257351674,0.001580334,0.840089568,Car,0.651560123,0.004467312,0.007370586,0.556659688,0.964561085,0.128056042
0.134020619,0.241402636,0.003130236,0.898266594,Bus,0.694075984,0.011830868,0.005932031,0.702582526,0.688702461,0.112747931
0.070692194,0.227835805,0.009020148,0.960920163,Bus,0.723954554,0.012427492,0.011731941,0.602135434,0.907017053,0.155763058
0.057437408,0.238169592,0,0.473903021,Still,0,0,0,0,0,0
0.11634757,0.221283774,0.001674222,0.874252044,Train,0.952403133,0.008501015,0.001066069,0.343993106,0.936517127,0
0.189985272,0.246981738,0.000339437,0,Still,0.480088365,0.012852457,0.000960843,0.080071135,0.278266291,0.021230799
0.52724595,0.245651192,0.000792659,0.428418908,Still,0.917890517,0.012966202,0.000517613,0.864882815,0.096455173,2.86E-05
0.197349043,0.258334156,0,0,Walking,0,0,0.23666666,0.311475486,0,0
0.203240059,0.248544544,0.001293709,0.809391027,Train,0.908515228,0.010894185,0.001637095,0.390838435,0.936076698,0
0.083946981,0.269792154,0.249945081,0.981363187,Walking,0.715202974,0.256893141,0.215142047,0.505296604,0.999519287,0.024337978
0.008836524,0.367342374,0.029961734,0,Car,0.125053855,0.042625041,0.156825814,0.655954784,0.746311736,0
0.013254786,0.26241585,0.032308745,0,Bus,0.69925273,0.04730795,0.018332505,0.398186667,0.963087139,0.048314219
0.407952872,0.228897265,0.013456002,0.891045213,Train,0.281533929,0.024338003,0.021400836,0.128230977,0.366817601,0
0.089837997,0.222655913,0.016345233,0.960920163,Bus,0.736130456,0.023894782,0.024868906,0.795831102,0.677079818,0.155763058
0.088365243,0.212436416,0.027410868,0.960920163,Bus,0.660494996,0.033758251,0.026344136,0.851024523,0.689623636,0.155763058
0.014727541,0.25057126,0.026764332,0,Bus,0.683794249,0.039692214,0.013790835,0.633226772,0.925974338,0.157951373
0.023564065,0.236218473,0.006164427,0.884766799,Train,0.999972463,0.008446086,0.025740567,0.498979854,0.999872031,0.705879627
0.11634757,0.281429824,0,0.873419173,Bus,0,0,0,0,0,0
0.145802651,0.245164832,0.004411886,0.938757221,Car,0.996363358,0.008120717,0.041066243,0.350823948,0.928379241,0.432965071
0.073637703,0.244574229,0.00573531,0.994631054,Car,0.51729695,0.010090848,0.036983864,0.844544072,0.319236278,0.598714254
0.265095729,0.247087598,0.0765414,0,Car,0.990949349,0.118766623,0.002631396,0.258904546,0.503848774,0.126629311
0.175257732,0.23660706,0.001014841,0.753397177,Train,0.279351185,0.011270627,0.003521566,0.104963104,0.358513432,0
0.101620029,0.244568245,0.000306876,0.490504907,Still,0.141578723,0.004366613,0.002292435,0.484027267,0.991733356,0
0.008836524,0.227369439,0.004456093,0.992582626,Train,0.776732691,0.006032359,0.008125757,0.355023605,0.949085978,0
0.642120766,0.272114279,0.003041684,0.993883248,Train,0.988279845,0.009715151,0.007058207,0.801340826,0.991803989,0
0.023564065,0.248160437,0.020543209,0.515648822,Still,0.41567476,0.058139856,0.009669078,0.672126852,0.827669824,0
0.030927835,0.173782263,0.138567004,0.914621475,Walking,0.823187859,0.128387598,0.158088255,0.535203087,0.813465442,0.033878465
0.145802651,0.230569416,0.003940641,0.993889503,Train,0.966435202,0.009826461,0.008279911,0.399231733,0.986794601,0
0.020618557,0.234547148,0,0,Train,0,0,0,0,0,0
0.064801178,0.233082824,0.003299245,0.946160769,Car,0.998010845,0.010083628,0.016807789,0.362201454,0.944395118,0.31333803
0.058910162,0.329487317,0.120413444,0.85125614,Walking,0.962967864,0.152699879,0.174377262,0.352846431,0.73279865,0.033294354
0.139911635,0.226297445,0.005912076,0.993422328,Train,0.998707808,0.007069939,0.006662384,0.226240329,0.674224107,0
0.483063328,0.254556176,0.004067269,0.995416201,Still,0.936266916,0.012357726,0.002828976,0.448550927,0.998631909,0
0.010309278,0.241396239,0.008975843,0.908838726,Car,0.687276402,0.022495654,0.047418426,0.314225337,0.897781526,0.203860597
0.016200295,0.249142138,0.001839529,0.740483312,Car,0.418527051,0.004957139,0.008045798,0.809770157,0.471828919,0
0.126656848,0.226303898,0.006112533,0.903401799,Car,0.436354157,0.007251905,0.026690798,0.835129096,0.46443559,0.173773317
0.466863034,0.218755876,0.00434682,0,Car,0.892095588,0.011128382,0.069902125,0.095595949,0.343154533,0.657125401
0.06185567,0.241698528,0.000878272,0.640391266,Train,0.304937683,0.010986464,0.000656924,0.832460681,0.210536484,0
0.65095729,0.169626212,0.012274932,0.066666862,Walking,0.907671378,0.020352676,0.037589238,0.723750386,0.787570153,0
0.072164948,0.27014392,0,0.885949755,Car,0,0,0,0,0,0
0.432989691,0.337053285,0.240614655,0.993886375,Walking,0.99961225,0.43265493,0.222516499,0.515026105,0.963985258,0.009735191
0.013254786,0.212411598,0.01754823,0.993789361,Bus,0.699641659,0.033177679,0.022283381,0.644589359,0.917642028,0
0.172312224,0.213551951,0.005113249,0.994095717,Train,0.989627195,0.005543819,0.020937574,0.42402532,0.997550827,0
0.091310751,0.237973223,0,0.779858046,Bus,0,0,0,0,0,0.068146338
0.344624448,0.244801973,0.000647314,0,Still,0.481327001,0.012352101,0.001331138,0.079501385,0.276380758,0.021230799
0.033873343,0.236682828,0.009085182,0.895011446,Still,0.722241861,0.013553606,0.002834709,0.163249834,0.547367793,0
0.122238586,0.225607533,0.001276292,0.573823705,Still,0.725101994,0.008889852,0.001040481,0.344027554,0.936190733,0
0.17083947,0.222142953,0.001393901,0.986060064,Bus,0.956007269,0.012416176,0.001296165,0.464314033,0.926572647,0
0.106038292,0.225502694,0.001296042,0.627153025,Still,0.724730515,0.009346071,0.000864445,0.343634161,0.935779928,0
0.136966127,0.232001388,0,0.901033901,Car,0,0,0,0,0,0.133761477
0.530191458,0.243175035,0.000322623,0,Still,0.127312284,0.004204453,0.000884604,0.874241217,0.063730997,0
0.005891016,0.253377591,0,0.591769533,Walking,0,0,0.017091116,0.579114261,0,0
0.126656848,0.225290957,0.00121533,0.987180017,Train,0.843600701,0.009323839,0.005017315,0.10957407,0.375896405,0
0.010309278,0.246660296,0.000431523,0,Still,0.275477487,0.004023146,0.002743717,0.550787194,0.931852613,0
0.540500736,0.248816987,0.003311208,0.864315994,Still,0.531132279,0.015713993,0.004999799,0.23587546,0.724824089,0
0.082474227,0.25607965,0.001911844,0.984875403,Still,0.971593652,0.009459846,0.002490124,0.447579971,0.999029347,0
0.172312224,0.239608977,0.003246446,0,Car,0.825911421,0.009739185,0.020678183,0.096938522,0.34904893,0.632787423
0.025036819,0.168227669,0.007954798,0.803461602,Bus,0.997596799,0.010003106,0.041455826,0.785783844,0.993876281,0.151869106
0.008836524,0.230512692,0.004553268,0.929332491,Bus,0.852692508,0.012739747,0.002047984,0.923312657,0.981057666,0
0.114874816,0.300661469,0.037670262,0.993914522,Bus,0.871084829,0.05054213,0.036023432,0.844836343,0.641948631,0.13142508
0.013254786,0.237574676,0.009918517,0.994341969,Car,0.875846371,0.016006268,0.041649321,0.832324751,0.324088523,0
0.036818851,0.24041364,0.002614997,0,Bus,0.947868326,0.00558779,0.006723947,0.576740789,0.927649654,0
0.169366716,0.318236369,0.013505986,0.772926131,Train,0,0,0.032448418,0.268465464,0.395021603,0
0.148748159,0.244141876,0.000314811,0.477996403,Still,0.18083077,0.00441887,0.000973677,0.483443731,0.990581582,0
0.092783505,0.266671654,0.006193956,0.910634087,Car,0.545293748,0.012263439,0.02112349,0.239751909,0.744423293,0.305392128
0.169366716,0.334285541,0.204182296,0.994114442,Walking,0.984550396,0.344107775,0.17589667,0.794382798,0.965679465,0
0.667157585,0.261636087,0.000986339,0.948450332,Still,0.96057118,0.009152923,0.001263545,0.497403667,0.970126022,0
0.010309278,0.259116711,0,0.77501909,Car,0,0,0,0,0,0
0.025036819,0.219607593,0,0.613476722,Still,0,0,0,0,0,0
0.001472754,0.259265245,0.025179095,0,Bus,0.656767119,0.037391818,0.019641237,0.617324023,0.938922837,0.157951373
0.516936672,0.272728646,0.001875061,0.913689908,Still,0.973760476,0.009390054,0.001140632,0.490640753,0.996208,0
0.060382916,0.244596976,0.001727664,0,Train,0.188116455,0.00490906,0.005189282,0.782336408,0.35177936,0.239188038
0.518409426,0.242848789,0.002792393,0,Still,0.829395614,0.013225369,0.001644318,0.849177331,0.419384084,0.021230799
0.104565538,0.419502952,0.260021016,0.993450611,Walking,0.807651617,0.320859433,0.225524625,0.50507655,0.962629182,0.029205573
0.004418262,0.483889679,0.440922454,0,Walking,0.86956835,0.64572162,0.384733456,0.348945815,0.815862757,0
0.081001473,0.226940133,0.002431222,0.993094896,Train,0.241454065,0.009977464,0.014700085,0.34384679,0.930164372,0
0.437407953,0.272594214,0.006561472,0.993936409,Train,0.992089599,0.011535482,0.006991955,0.814461133,0.990522899,0
0.263622975,0.207564453,0.022837557,0.983953951,Car,0.746784862,0.037273012,0.016796298,0.649462409,0.926660251,0.009735191
0.072164948,0.307475851,0.028501503,0.993767442,Bus,0.898856559,0.046345809,0.048358787,0.663054626,0.730976613,0
0.017673049,0.230495501,0.022692044,0.994098838,Bus,0.721021228,0.038744473,0.036467751,0.77650558,0.942755017,0
0.053019146,0.209287342,0.052863182,0.993689115,Bus,0.940803923,0.077258399,0.039856276,0.665402807,0.71812752,0
0.353460972,0.243122152,0.00032582,0,Still,0.061023142,0.004224824,0.000974989,0.875485776,0.059385292,0
0.382916053,0.243175668,0.004162177,0.993895759,Car,0.859614607,0.00764284,0.022901087,0.860048398,0.311261575,0.657125401
0.078055965,0.227020827,0,0.739342998,Train,0,0,0,0,0,0.979596792
0.013254786,0.206929528,0.001236384,0.55297634,Still,0.813842768,0.001684446,0.001034988,0.20790062,0.658596748,0
0.110456554,0.238329689,0.001078857,0.791549551,Bus,0.662089247,0.01164981,0.004487727,0.730448705,0.679906576,0
0.491899853,0.344152489,0.297978444,0.994453264,Walking,0.844226696,0.41686877,0.201528909,0.767865616,0.749376117,0
0.309278351,0.242983653,0.00027882,0,Still,0.04794618,0.004184603,0.000898085,0.878423847,0.049143423,0
0.072164948,0.299304258,0.23857367,0.994133163,Walking,0.821776925,0.449586924,0.249516322,0.82475434,0.771797276,0.019470382
0.154639175,0.243245447,0.002607175,0.932664513,Still,0.303111791,0.013439644,0.002428284,0.273659672,0.800421617,0.002037044
0.182621502,0.276106018,0.157287847,0,Still,0.632997496,0.317570538,0.057633411,0.335143791,0.225722958,0.021230799
0.002945508,0.243252238,0.000934512,0,Train,0.128414679,0.004331209,0.002183031,0.778741889,0.398908049,0.114301599
0.179675994,0.241670354,0,0.900398348,Car,0,0,0,0,0,0
0.406480118,0.301725129,0.300034481,0.648741262,Still,0.777586395,0.311530323,0.048927249,0.433797074,0.984091788,0.003829273
0.209131075,0.249456939,0.263810508,0.994397989,Walking,0.805946644,0.270566613,0.140423216,0.326490296,0.845783224,0.019470382
0.298969072,0.286983859,0.004042453,0,Car,0.988606413,0.011171255,0.063826112,0.096675451,0.349536385,0.623052232
0.592047128,0.253977173,0.00480127,0.993500872,Car,0.841105182,0.013274462,0.028016441,0.092217633,0.337898836,0.603581849
0.030927835,0.24090246,0.005753074,0.631039613,Still,0.429825643,0.014065792,0.002076884,0.680754021,0.760466096,0
0.073637703,0.247058934,0,0.488009597,Still,0,0,0,0,0,0
0.100147275,0.279741802,0.005520515,0.993914522,Train,0.99893348,0.013779033,0.010199267,0.5020193,0.993115584,0
0.266568483,0.242897833,0.000292413,0,Still,0.034118056,0.004158852,0.000912812,0.878239865,0.049793378,0
0.528718704,0.243399678,0.000276898,0,Still,0.126852864,0.004135274,0.000912904,0.874349041,0.063376092,0
0.022091311,0.194996496,0.032790904,0.993942661,Bus,0.999755217,0.066962152,0.063587797,0.778611808,0.5054354,0
0.166421208,0.2501177,0.001010192,0.955589853,Car,0.720101264,0.009462767,0.002709929,0.104685046,0.377404343,0.155763058
0.051546392,0.238893165,0.014109876,0.71025147,Still,0.703522783,0.032673262,0.013848655,0.510062873,0.99694728,0.017644737
0.00736377,0.18262981,0.003418722,0.994103517,Train,0.841078837,0.009193313,0.028955316,0.425451993,0.997450171,0
0.092783505,0.504346878,0.200277306,0.993920776,Walking,0.959142054,0.473892048,0.226358415,0.695836002,0.942199713,0.029205573
0.387334315,0.245202975,0.005960134,0.554796835,Still,0.835962806,0.057805231,0.003033397,0.129792445,0.45084541,0.003829273
0.004418262,0.294952246,0.30629578,0.816114748,Walking,0.991409002,0.344680046,0.381808578,0.743168888,0.98565867,0.024337978
0.200294551,0.26533362,0.005377753,0.994139281,Train,0.953792818,0.011069899,0.016286583,0.81173672,0.973992615,0
0,0.261650847,0.016026743,0.947248888,Car,0.933683419,0.039691721,0.035408571,0.55902801,0.921293462,0.101683808
0.027982327,0.258580863,0.002794689,0.994341969,Car,0.461141359,0.008205105,0.010016074,0.845255071,0.32459266,0.423480814
0.53460972,0.151196968,0.129606521,0.187157544,Walking,0.977948662,0.124279304,0.156026803,0.720957211,0.834938622,0
0.051546392,0.187780091,0.020844859,0.993861349,Car,0.793247693,0.03546508,0.039286456,0.581751951,0.912762531,0.345599285
0.032400589,0.347100846,0.016548006,0.9411465,Car,0.59427807,0.014672028,0.096280956,0.339791406,0.929869696,0.224620999
0,0.256158451,0.005634927,0,Car,0.985475191,0.010924004,0.050730024,0.352499657,0.930765913,0.006901972
0.1089838,0.219854997,0.001317843,0.878268536,Train,0.951879921,0.008358694,0.001519652,0.343999246,0.936533296,0
0.026509573,0.246937846,0.000280441,0,Still,0.384999911,0.00388471,0.002112376,0.347824412,0.940702783,0
0.434462445,0.426982479,0.274387106,0.993826927,Walking,0.802300944,0.298393268,0.195462625,0.609940566,0.77185656,0.014602787
0.256259205,0.275453868,0.055894166,0.955243125,Car,0.499694658,0.080106809,0.015836419,0.280084423,0.984092544,0.304358406
0.104565538,0.251455311,0.020672451,0.927547662,Car,0.279566475,0.025786106,0.013752744,0.290532985,0.894669689,0.182936293
0.200294551,0.248961126,0.018491506,0.943925859,Bus,0.746691953,0.045644169,0.026602337,0.812788785,0.734746441,0.166993526
0.050073638,0.252845484,0.075003523,0.993873863,Bus,0.931916147,0.043583528,0.039931473,0.777952068,0.977501142,0
0.241531664,0.346923413,0.211932263,0.99339718,Walking,0.989171065,0.350976868,0.257214214,0.456403754,0.998895068,0
0.010309278,0.291834944,0.375006891,0.951373353,Bus,0.590339274,0.104633427,0.075162255,0.441218544,0.998907823,0.051543386
0.296023564,0.560207851,0.251236829,0.993148495,Walking,0.901883254,0.228886294,0.212526344,0.517206215,0.962153901,0.029205573
0.103092784,0.225110592,0.006046157,0.99395829,Bus,0.796135161,0.017893768,0.00353334,0.265104109,0.717308293,0
0.019145803,0.367054355,0.34194031,0.994030152,Walking,0.988290351,0.492772774,0.340087697,0.570633006,0.804777774,0
0.076583211,0.231272428,0.000438719,0.859045678,Still,0.673116273,0.013001873,0.001442343,0.285863033,0.82115911,0
0.125184094,0.242137552,0.010874534,0.914285718,Bus,0.652832068,0.019424648,0.038098666,0.71769836,0.667553586,0.112747931
0.011782032,0.249556014,0.004437062,0.994176832,Bus,0.998408123,0.013358771,0.013990298,0.78372334,0.996043547,0
0.039764359,0.264214687,0.003927616,0.988753419,Train,0.340618344,0.006913291,0.043196438,0.063167175,0.222713329,0.666011099
0.027982327,0.226520325,0.001403868,0.975649372,Train,0.870607226,0.008827477,0.004693738,0.360474943,0.955606886,0
0.114874816,0.336688714,0.112572893,0.896008665,Walking,0.940406927,0.123662725,0.189506802,0.733296189,0.738228145,0.03309965
0.004418262,0.23095927,0.00921606,0,Train,0.170912797,0.005215983,0.0042547,0.103557784,0.386334048,0
0.326951399,0.283084684,0.002100594,0.822044868,Still,0.990721475,0.010078672,0.002301353,0.540447841,0.998710823,0
0.073637703,0.444957776,0.441697553,0,Walking,0,0,0.53799599,0.796191111,0.901231912,0
0.478645066,0.243672373,0.00030572,0,Still,0.108292335,0.004165766,0.000989879,0.875407577,0.059660036,0
0.091310751,0.23876941,0.009022482,0.951311998,Car,0.983923508,0.011032054,0.003024487,0.887240436,0.168157097,0
0.100147275,0.247239024,0.005054021,0,Car,0.674354116,0.009130475,0.039020895,0.095577371,0.351941902,0.588979063
0.086892489,0.229715518,0.001294503,0.992842264,Train,0.722222822,0.011397926,0.007069892,0.106697919,0.367976782,0
0.002945508,0.382401467,0.552573362,0.817527159,Walking,0.831822552,0.339346504,0.134372349,0.890781056,0,0.023508442
0.151693667,0.186082006,0.020193702,0.994055134,Bus,0.650909046,0.038367753,0.028875415,0.382433255,0.960572316,0.13142508
0.157584683,0.294328676,0.207653673,0.993918112,Walking,0.972237193,0.175231596,0.169129407,0.889931426,0.984342739,0
0.608247423,0.209299942,0.006716911,0.994273456,Car,0.920652723,0.008958059,0.04248161,0.856121782,0.325278745,0.155763058
0.316642121,0.222448136,0.001168164,0.993568366,Train,0.775347713,0.009532918,0.003243161,0.456316455,0.999388433,0
0.620029455,0.281417107,0,0.712784993,Car,0,0,0,0,0,0
0.30191458,0.275499081,0.215455685,0.993148495,Walking,0.903969216,0.371345073,0.187206722,0.526102125,0.958721715,0.014602787
0.204712813,0.31834454,0.013971626,0.771009068,Train,0,0,0.032963903,0.284085711,0.714968465,0
0.038291605,0.231868023,0.005310608,0.834201603,Car,0.738203579,0.01143034,0.008172809,0.183549638,0.60882467,0.126776429
0.282768778,0.320955424,0.083643552,0.066666862,Walking,0.852803641,0.151698411,0.091906974,0.754056902,0.771890732,0.023190199
0.18556701,0.244412135,0.000249995,0.585644042,Still,0.211011864,0.004495921,0.000888722,0.484271133,0.991479748,0
0.055964654,0.262495381,0.001244563,0.979081021,Still,0.964384279,0.010233069,0.00092744,0.497146127,0.972051961,0
0.319587629,0.253104625,0.009326222,0.974978761,Train,0.954522464,0.015564022,0.018868226,0.500048717,0.993869172,0
0.11634757,0.337054711,0.240073405,0.993378315,Walking,0.729613386,0.333770056,0.234554906,0.358630633,0.966474368,0.04380836
0.359351988,0.335017945,0.087063578,0.211328954,Walking,0.987370551,0.11663522,0.043755774,0.768602223,0.73997529,0.023190199
0.053019146,0.41949247,0.360478096,0.994017658,Walking,0.994715578,0.632369182,0.333178433,0.463916263,0.975857069,0.03173754
0.508100147,0.237662257,0.003156718,0,Car,0.85921535,0.011989602,0.018633314,0.099017205,0.355257526,0.530567916
0.039764359,0.245188593,0.006278936,1,Train,0.036919745,0.009236813,0.023921643,0.598834658,0.859555235,0.682768731
0.46539028,0.253561126,0.217970449,0.993720435,Walking,0.796610879,0.303674244,0.140657277,0.691275601,0.997116967,0
0.045655376,0.307127213,0.064155906,0.99422048,Bus,0.935161513,0.043933466,0.044007468,0.782615177,0.975092458,0
0.010309278,0.190442795,0.049648705,0.993980167,Bus,0.714542285,0.048509464,0.059673657,0.331034002,0.867237614,0
0.160530191,0.204991562,0.010814769,0.890533567,Car,0.388083686,0.012535355,0.029080057,0.257332965,0.786558192,0.256756417
0.54197349,0.245185796,0.000610294,0.343914763,Still,0.917826205,0.012482728,0.000328878,0.864857861,0.09658242,3.50E-06
0.216494845,0.230436349,0.005098894,0.982453652,Train,0.992652473,0.014448196,0.00652373,0.091957514,0.324584151,0
0.076583211,0.207975545,0.00219314,0.994348195,Train,0.984659603,0.008987335,0.01972746,0.545673613,0.938815817,0
0.063328424,0.198043685,0.044836086,0.993848833,Bus,0.893181384,0.059249773,0.040816685,0.732855507,0.973122301,0
0.273932253,0.247731622,0.002798823,0.674131598,Still,0.283586764,0.020713046,0.003396812,0.221120335,0.692492089,0.002706774
0.215022091,0.248208406,0,0.837150747,Car,0,0,0,0,0,0
0.04712813,0.2360283,0.018688977,0.993948913,Bus,0.650954291,0.040642533,0.025267205,0.793668597,0.844162656,0.243379778
0.503681885,0.270952275,0.004191477,0.913689908,Still,0.973557852,0.009500756,0.003082373,0.492871383,0.995248973,0
0.281296024,0.226782699,0,0.806031918,Car,0,0,0,0,0,0.068338915
