time,android.sensor.accelerometer.mean,android.sensor.accelerometer.min,android.sensor.accelerometer.max,android.sensor.accelerometer.std,android.sensor.gyroscope.mean,android.sensor.gyroscope.min,android.sensor.gyroscope.max,android.sensor.gyroscope.std,sound.mean,sound.min,sound.max,sound.std,target,android.sensor.game_rotation_vector.mean,android.sensor.game_rotation_vector.min,android.sensor.game_rotation_vector.max,android.sensor.game_rotation_vector.std,android.sensor.gyroscope_uncalibrated.mean,android.sensor.gyroscope_uncalibrated.min,android.sensor.gyroscope_uncalibrated.max,android.sensor.gyroscope_uncalibrated.std,android.sensor.linear_acceleration.mean,android.sensor.linear_acceleration.min,android.sensor.linear_acceleration.max,android.sensor.linear_acceleration.std,android.sensor.orientation.mean,android.sensor.orientation.min,android.sensor.orientation.max,android.sensor.orientation.std,android.sensor.rotation_vector.mean,android.sensor.rotation_vector.min,android.sensor.rotation_vector.max,android.sensor.rotation_vector.std,speed.mean,speed.min,speed.max,speed.std
234,9.864564603,9.554662882,10.3433459,0.114261228,0.131283457,0.131283457,0.131283457,0.003330783,70.57062121,70.57062121,70.57062121,7.974878399,Still,0.783412281,0.779935421,0.795632958,0.005568776,0.067150734,0.067150734,0.067150734,1.161836035,0.071747333,0.071747333,0.071747333,0.28983415,181.20865,180.4460994,182.8177304,0.983991459,0.999972633,0.999952701,0.999997206,2.26E-05,0,0,0,0
135,9.446526844,8.90104806,10.01336463,0.317446077,0.022525384,0.005361722,0.058538724,0.013113601,89.79213933,89.79213933,89.79213933,0.037445572,Train,0.998855983,0.998771518,0.999039573,8.25E-05,0.04490858,0.02881993,0.072205271,0.017258897,0.411267163,0.180851619,1.126611434,0.35382937,196.7141999,196.6531626,196.7717426,0.052250311,0.989397875,0.989045802,0.990213199,0.000436269,0,0,0,0
11,9.365727324,3.758711875,13.72480981,2.508426729,0.296977565,0.049531932,0.770731878,0.231980726,85.03130447,85.03130447,85.03130447,7.035722179,Car,0.69353597,0.69353597,0.69353597,0.00328833,0.334016276,0.057652363,0.790935754,0.226773028,0.39853954,0.39853954,0.39853954,0,349.5343859,346.5654468,351.7602469,1.74726884,0.578431444,0.578431444,0.578431444,0.009703505,6.965024,6.965024,6.965024,0.204413964
563,9.932077713,9.608102271,10.20423155,0.145971591,0.017878648,0.004633901,0.057902512,0.012215627,89.76378507,89.70846558,89.81910456,0.078233577,Car,0.301756901,0.299379876,0.303967945,0.001951304,0.03350592,0.031193911,0.036579279,0.002350332,0.534977246,0.225468109,0.725922695,0.270474969,333.7978719,329.0025618,338.9213051,4.967505978,0.329745121,0.305658527,0.372181427,0.023358269,9.5,9.5,9.5,0
7,9.826201015,8.522106239,11.36447368,0.389263437,0.029334805,0.028126348,0.030543262,0.001709016,78.50624183,78.50624183,78.50624183,0.727791429,Bus,0.414550152,0.397585803,0.431514501,0.023991213,0.102843298,0.102843298,0.102843298,0.046960853,1.36007825,1.36007825,1.36007825,0.480023451,218.6871471,218.6871471,218.6871471,0,0.964534722,0.964534722,0.964534722,0.016306794,2.6472714,2.6472714,2.6472714,0.463508424
30,10.18086734,10.1604826,10.1983758,0.013581181,0.006378032,0.002490223,0.012354881,0.002531852,80.62089433,80.62089433,80.62089433,0,Still,0.995052764,0.995039056,0.995078823,1.45E-05,0.034454009,0.029251596,0.039222242,0.003270113,0.0207046,0.008917249,0.029262323,0.008709555,238.466075,238.4526676,238.4794825,0.018960991,0.989800013,0.989766282,0.989846314,3.05E-05,0,0,0,0
32,9.709153021,9.183982831,10.57302469,0.298172238,0.251735071,0.246238566,0.257231575,0.007773231,84.4749283,84.41888953,84.53096708,0.079250796,Still,0.779378918,0.763048696,0.796032409,0.008233283,0.076223645,0.040667294,0.111779995,0.050284273,0.10104854,0.032270884,0.169826195,0.097266294,70.72800784,66.55149209,73.61612527,2.210563655,0.582883063,0.578187394,0.587578732,0.006640679,0.993526,0.993526,0.993526,0
37,9.528491943,9.0519519,9.987013936,0.312273768,0.108372343,0.009608555,0.959588476,0.189651912,89.75435982,89.75435982,89.75435982,0.025711921,Car,0.780513519,0.773229189,0.785057156,0.005474934,0.209903331,0.035575738,0.761539345,0.229774086,0.65852092,0.224795689,1.031575634,0.406797436,236.3311859,234.2632022,239.1536222,1.850300845,0.903642052,0.89745509,0.908650254,0.004866431,17.75,17.75,17.75,0
20,10.09849406,4.184304743,20.96536867,4.496925603,1.936650541,0.678904506,3.5498734,1.213517578,0,0,0,0,Walking,0.813853583,0.813853583,0.813853583,0.017401499,2.253986948,0.880997528,4.452186446,1.143073534,6.589221631,6.589221631,6.589221631,2.478024753,178.2749318,62.1331837,365.1580379,116.189428,0.998301852,0.998301852,0.998301852,0.024792568,0,0,0,0
224,10.19246377,10.08524721,10.25111884,0.054377099,0.088144367,0.008181956,0.393253255,0.107638935,69.34920219,69.34920219,69.34920219,1.805337429,Still,0.991040984,0.986502682,0.994667649,0.003507948,0.07135945,0.034081973,0.142784269,0.045248904,0.128744857,0.043067176,0.251551077,0.07683481,216.8722287,216.4199601,217.3244972,0.639604328,0.99715201,0.996052479,0.999761569,0.001401778,0,0,0,0
159,9.899483559,6.762555023,15.59466885,2.839777908,1.834563396,0.329424214,3.512055573,1.066838366,89.79579577,89.79579577,89.79579577,0.052428386,Walking,0.92180631,0.9095801,0.93734455,0.009404759,1.584286162,0.291985584,3.272676588,1.015249085,12.09295099,3.905136101,33.60487216,9.94345623,299.5378557,290.6124642,305.3174209,6.330849984,0.761913388,0.687126181,0.855705945,0.051060522,1.125,1,1.25,0.176776695
238,9.764914019,8.099911664,11.17852604,0.73941808,0.027931444,0.005971842,0.060281793,0.014852824,0,0,0,0,Car,0.997470063,0.997161842,0.998074565,0.00041018,0.042840852,0.033202947,0.051397142,0.009649437,0.168623005,0.168623005,0.168623005,0.487024632,37.93941234,37.78568196,38.13315105,0.177155842,0.339335164,0.335829198,0.342841129,0.004958184,33.875,33.75,34,0.176776695
74,9.840979637,9.814481615,9.867058275,0.013050549,0.001668608,0.001065265,0.003195794,0.000685684,0,0,0,0,Still,0.260766137,0.260766137,0.260766137,3.89E-05,0.015878763,0.013724972,0.018234391,0.00097501,0.016455381,0.016455381,0.016455381,0.007074035,209.8414343,209.057682,210.4263384,0.452031579,0.9653315,0.9653315,0.9653315,0.000124915,0,0,0,0
40,9.821241691,9.765503544,9.880349274,0.023715294,0.001690059,0.001065265,0.003195794,0.000791429,0,0,0,0,Still,0.603619201,0.603501318,0.60380508,0.000136543,0.016216834,0.013724972,0.018358436,0.001198259,0.031281214,0.005374033,0.057188396,0.036638288,124.5686608,123.7868904,125.1867069,0.355015942,0.885836771,0.885836771,0.885836771,0.010727711,0,0,0,0
28,9.730397471,9.050715907,11.00343445,0.295130633,0.270307147,0.044572237,0.412518147,0.140345521,84.13318985,83.70970983,84.35809748,0.366980758,Still,0.72354407,0.715147081,0.736945652,0.008057864,0.134245889,0.134245889,0.134245889,0.084074013,0.127391459,0.110974678,0.14380824,0.023216834,65.95051586,62.69672479,69.19591679,1.722855365,0.538070382,0.529355684,0.54678508,0.012324444,0.993526,0.993526,0.993526,0
63,9.714569983,9.118590204,10.10302275,0.254989455,0.020230254,0.002992616,0.104191476,0.029359452,69.72577522,69.72577522,69.72577522,3.605398291,Train,0.35609699,0.35609699,0.35609699,0.00041042,0.107102747,0.022058918,0.235112497,0.08801194,0.044141325,0.044141325,0.044141325,0.002747216,332.9658033,332.9658033,332.9658033,0.190480015,0.281466687,0.281466687,0.281466687,0.002474822,0,0,0,0
70,8.534806608,3.979284087,14.53978287,3.697971015,1.244050107,0.275583802,3.037638313,0.813041533,89.75972662,89.75972662,89.75972662,0,Walking,0.983593332,0.965434075,0.990452818,0.010390431,1.285617279,0.464908487,2.392306902,0.661845432,5.794448333,3.766178918,9.028083263,2.830475023,381.3984623,381.3984623,381.3984623,103.6818092,0.958244699,0.916672111,0.981473835,0.021812278,1.5,1.5,1.5,0
41,10.02564492,9.754750912,10.66852521,0.272659906,0.029667163,0.004118884,0.131832193,0.031923552,88.9821194,88.25861417,89.70562464,1.023190914,Bus,0.900078904,0.890403548,0.914165721,0.008485358,0.051274126,0.031651753,0.103475319,0.02700697,0.413857487,0.061692376,0.878328422,0.360750857,291.0744089,275.3719393,306.7768785,22.20664547,0.977050842,0.97613814,0.978160291,0.000661843,0,0,0,0
75,9.764391072,9.312685111,10.01407086,0.127722181,0.076397984,0.01947118,0.137931159,0.059364178,57.65049076,57.65049076,57.65049076,0.854010318,Still,0.656991572,0.610942464,0.676721608,0.021456166,0.710826682,0.710826682,0.710826682,1.211782354,0.088376749,0.088376749,0.088376749,0.194248033,206.4283002,201.9047571,208.3660581,1.393599688,0.991817331,0.990695517,0.992306067,0.000756439,0.90623474,0.90623474,0.90623474,0
19,10.41210505,5.053768946,18.95147507,3.328673217,0,0,0,0,72.39755612,67.29852068,77.49659156,7.211125076,Walking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.236068,2.236068,2.236068,0
495,9.93558184,9.247339274,10.4860867,0.272532111,0.021603599,0.006106605,0.039251721,0.008664734,86.66733311,86.66733311,86.66733311,1.548786831,Car,0.358190088,0.352502159,0.362436674,0.005121694,0.036364362,0.021670306,0.053446789,0.016022311,0.350339794,0.253826098,0.464318921,0.098797273,52.40678474,48.6610991,55.41727131,3.437565122,0.458173726,0.406805045,0.490975465,0.035374905,0,0,0,0
517,10.07268573,10.00607058,10.13930088,0.094208051,0.248017646,0.023583291,1.120679084,0.307637554,89.76592281,89.75040321,89.78144242,0.021948034,Walking,0.770167658,0.758804376,0.780871887,0.011523739,0.350948892,0.112212492,0.630168255,0.237882702,1.339542833,0.126053647,4.398083142,1.770367554,274.7933625,256.1269555,285.1143091,16.1957309,0.953037824,0.935268282,0.964674322,0.012424282,0,0,0,0
46,9.681336618,8.906632314,10.55118523,0.412846612,0.049305781,0.006737324,0.082163599,0.031913168,82.26147787,82.26147787,82.26147787,1.616049019,Car,0.939598303,0.939292307,0.939904299,0.000432744,0.042977389,0.013724972,0.09978293,0.025931937,0.412780153,0.412780153,0.412780153,1.877071139,103.0033459,99.85882552,110.0244887,2.112743144,0.777502069,0.768999815,0.786004323,0.012024002,17.697832,17.697832,17.697832,0
260,11.06894917,9.764512915,14.0281256,1.283204078,0.615398648,0.051964659,2.02835837,0.655962204,77.06422669,77.06422669,77.06422669,4.549349099,Walking,0.943836368,0.936799109,0.956021332,0.010594698,0.778458255,0.320856788,1.253073458,0.441447466,1.721314412,1.721314412,1.721314412,0.852303664,258.0203182,166.1955301,308.5968761,62.91608008,0.955201995,0.955201995,0.955201995,0.030967611,1.19105,1.19105,1.19105,0
604,9.69054913,9.654372895,9.729916033,0.017070325,0,0,0,0,49.30765703,49.30765703,49.30765703,1.006611253,Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,9.730385086,9.322400078,10.22104198,0.136865673,0.069720635,0.026486487,0.148554589,0.055340377,84.38232736,84.27088637,84.49376835,0.157601358,Still,0.796485876,0.787415975,0.809454214,0.006638098,0.085759301,0.04752202,0.11155276,0.033780474,0.180260256,0.180260256,0.180260256,0.097266294,72.7122133,70.63970244,74.83758481,1.1360354,0.595625363,0.592118371,0.599132354,0.004959635,0,0,0,0
70,9.807533518,7.432048534,12.13672291,0.782634049,0.081169262,0.081169262,0.081169262,0.014870157,85.89417316,85.89417316,85.89417316,0.427768714,Bus,0.684223903,0.684223903,0.684223903,0.005242429,0.064036473,0.046377506,0.078429008,0.013909381,0.2435461,0.2435461,0.2435461,0.018939566,294.7285945,294.6752797,294.7819093,0.075398493,0.670535992,0.670535992,0.670535992,0.00328185,9.091069,9.091069,9.091069,0
25,9.395328146,6.341007524,10.90868351,1.242317396,0.244124974,0.04028071,0.720540399,0.200234337,89.77665269,89.77665269,89.77665269,0.016555672,Bus,0.944918717,0.936083322,0.949771817,0.004684725,0.198893363,0.117703048,0.351197463,0.13199541,2.437621649,1.337162058,4.13675811,1.492730722,299.9953265,299.9953265,299.9953265,4.454998484,0.976778155,0.973136983,0.978124624,0.001541828,0,0,0,0
69,9.668009965,4.853963149,15.96645755,3.597504745,1.429345767,0.383322389,3.176449465,0.815008911,89.68884415,89.68884415,89.68884415,0.007617428,Walking,0.766797692,0.692695355,0.83837448,0.054428431,1.540064994,0.394781194,3.084528364,1.016583227,4.146328983,2.037785468,6.379497817,1.798413931,190.4810937,184.7357016,194.0144522,4.010609095,0.953692188,0.943251633,0.961286617,0.00751095,0.75,0.75,0.75,0
156,9.857332935,9.419976282,10.54038079,0.25097248,0.161340102,0.043921976,0.515731038,0.159636304,76.33410367,76.33410367,76.33410367,1.837346579,Car,0.632117418,0.564460617,0.748830108,0.101503141,0.284680089,0.054505743,0.662057366,0.214435627,0.626377088,0.528575697,0.724178479,0.138312053,106.6776292,72.16403009,165.1818254,36.14616917,0.690474247,0.576666004,0.94028543,0.137423214,13.20201,13.20201,13.20201,0.110293809
52,9.774353262,8.592087671,11.84206933,0.607952664,0,0,0,0,72.582073,72.582073,72.582073,1.161554693,Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,20.5,20.5,0.353553391
77,10.0526354,8.396030682,12.56807994,0.843316038,0,0,0,0,76.37770829,76.37770829,76.37770829,2.206110067,Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,6.5,0.707106781
269,9.844261111,9.651530732,10.00133233,0.068007311,0.05642916,0.011845117,0.137367282,0.070215154,82.87465646,82.87465646,82.87465646,6.308256698,Still,0.48684084,0.485189551,0.488462299,0.001073889,0.044043853,0.017997214,0.065119495,0.017426786,0.091731619,0.091731619,0.091731619,0.028498355,91.15220047,90.98783676,91.2476049,0.104032943,0.701652309,0.701648754,0.701655863,5.03E-06,0,0,0,0
39,9.665247091,8.730820628,10.9442073,0.496074763,0.069794695,0.016184577,0.262437977,0.050521229,89.78594798,89.78594798,89.78594798,0.014161619,Bus,0.630155889,0.627229853,0.633081924,0.004138039,0.102286029,0.044739251,0.257558833,0.087814596,1.387178113,0.62354398,1.92064691,0.678491757,141.6641669,138.6594793,142.8928095,1.525002467,0.871737799,0.870519605,0.873758531,0.001021103,6.75,6.75,6.75,0
7,9.735955275,8.653050775,10.82342029,0.340393818,0.012775643,0,0.103604839,0.010799602,0,0,0,0,Train,0.036693915,0.026793117,0.045922619,0.004040469,0.021006421,0.008848752,0.098621858,0.009469386,0.363732328,0.032379907,1.228584302,0.194400234,99.75659398,99.65097971,99.8982931,0.066724829,0.764436677,0.763779708,0.765269518,0.000383747,37.3616212,37.09235,37.62144,0.263564601
117,9.770009897,9.31464192,10.62407928,0.404480214,0.060410569,0.027491254,0.147906895,0.03930149,0,0,0,0,Car,0.570063626,0.569829423,0.570297828,0.000331212,0.040011239,0.00630219,0.146937002,0.028293102,0.491550047,0.451682959,0.531417135,0.056380577,80.467534,79.41078303,81.91418765,0.709068949,0.63966598,0.63966598,0.63966598,0.01457334,11.709879,11.709879,11.709879,0.333714096
111,9.594837328,8.848495489,10.80102574,0.599259223,0.070081804,0.008531955,0.191231755,0.052758407,89.76678316,89.76678316,89.76678316,0.00339147,Car,0.788817186,0.78436928,0.792050478,0.002469907,0.104441778,0.037273056,0.245392772,0.077877267,0.893497621,0.785988112,0.947709739,0.093107089,88.71604376,88.26438275,89.11032961,0.425881971,0.626917415,0.621838505,0.631752698,0.003248005,36.25,36.25,36.25,0
25,9.051316727,5.257488264,10.58850283,1.34435493,0.862295852,0.160228452,1.48014956,0.690324061,76.07446273,64.46472546,87.6842,16.4186479,Train,0.448834008,0.418436618,0.466098186,0.026405817,0.887590397,0.075094198,7.869241989,1.068722754,0.050066594,0.050066594,0.050066594,0.016062901,56.08737819,56.08737819,56.08737819,0.222392492,0.677349904,0.677349904,0.677349904,0.049962329,0,0,0,0
293,9.707512311,9.379520297,9.970651634,0.178202575,0,0,0,0,81.15180077,81.15180077,81.15180077,1.006611253,Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,10.4136235,3.324387457,14.60853558,4.031835303,0.597423225,0.339193499,0.912421217,0.16704564,77.22112489,77.22112489,77.22112489,0,Walking,0.995565251,0.995565251,0.995565251,0.004182039,0.619693015,0.471297196,0.709355319,0.107886346,4.223925843,2.085425942,6.200135133,1.40995421,365.4401509,360.976991,368.4120204,3.215258554,0.934641916,0.931710245,0.937573587,0.004146009,0,0,0,0
248,9.838481443,9.797789128,9.864901287,0.014757713,0.002402367,0.001727788,0.002992616,0.000498915,36.65017825,36.65017825,36.65017825,8.861049152,Still,0.567839024,0.567834132,0.567844279,3.26E-06,0.048923302,0.048331758,0.05009095,0.001011243,0.02034232,0.02034232,0.02034232,0.00420725,155.2814005,155.2813608,155.2814483,3.35E-05,0.976823582,0.976822924,0.976824239,6.57E-07,0,0,0,0.003756858
100,10.17756166,4.595131101,17.63669607,3.551270962,0,0,0,0,0,0,0,0,Walking,0,0,0,0,0,0,0,0,2.791506532,2.791506532,2.791506532,0.742019674,92.41597218,92.41597218,92.41597218,2.05871844,0,0,0,0,0,0,0,0
51,9.998087942,9.295207643,11.14603818,0.382616037,0.330283415,0.037557181,0.480520468,0.155730873,80.81441967,80.81441967,80.81441967,3.940755609,Car,0.93026236,0.93026236,0.93026236,0.002417212,0.315110978,0.058744291,0.456878005,0.135633215,0.573316795,0.288323068,0.858310523,0.403041995,131.6129512,118.7050333,151.7296672,9.418807516,0.866940297,0.866940297,0.866940297,0.017448932,16.09306,16.09306,16.09306,0
83,9.608750213,9.492200346,9.749290688,0.084272536,0.0104152,0.003246969,0.019928761,0.004946974,89.75916185,89.75916185,89.75916185,0.007604274,Train,0.844605314,0.844353261,0.844760093,0.000160902,0.039770018,0.03843964,0.04091636,0.001237735,0.090180881,0.090180881,0.090180881,0.027591475,43.09303071,43.02140936,43.16649647,0.054329093,0.366752406,0.366117476,0.367068686,0.000309876,0,0,0,0
78,9.263055993,8.712176959,9.963264271,0.361960582,0.447801623,0.318240417,0.544165852,0.116563738,74.17861072,74.17861072,74.17861072,0.149747512,Bus,0.894101503,0.894101503,0.894101503,0.00225445,0.334574279,0.132206018,0.742806068,0.222843027,0.958200104,0.696447294,1.200224473,0.252467364,256.1639418,233.3312172,276.1493175,17.57315858,0.983560663,0.96655338,0.9895758,0.01134227,0,0,0,0
7,9.81447747,9.780049328,9.852852489,0.016184299,0.001625082,0,0.003195794,0.000731446,0,0,0,0,Still,0.068926444,0.068559926,0.069326843,0.000214539,0.016417152,0.014172422,0.018512323,0.000963845,0.021487174,0.003921231,0.051358875,0.009667254,354.4653458,353.8213379,355.2446387,0.317042612,0.048798784,0.042109538,0.054385748,0.002737831,0,0,0,0
145,9.918020793,5.371976586,15.08821414,3.438894058,0.550988925,0.165398607,1.018560658,0.250989108,79.33051763,78.58837851,80.07265674,1.049543199,Walking,0.999042232,0.997808677,0.999737294,0.001071154,0.749501411,0.203076329,1.141644227,0.407802723,3.610909981,1.065966354,5.455367491,1.803123111,241.1987374,237.0941863,245.3032886,5.804711932,0.802651831,0.776759931,0.823186989,0.022175561,1.2,1.2,1.2,0
148,10.56679397,10.35084333,10.92487192,0.119702896,0.077759254,0.05653392,0.126190327,0.01101353,70.26967913,70.26967913,70.26967913,2.721671465,Train,0,0,0,0,0,0,0,0,0.861080778,0.861080778,0.861080778,0.046691458,117.7164637,108.6116731,119.5741733,3.214612964,0.763804182,0.759875783,0.766013823,0.002369376,0,0,0,0
61,9.699991071,9.167604401,10.17894196,0.282550736,0.216969294,0.003665192,0.918277366,0.286568513,69.72577522,69.72577522,69.72577522,3.605398291,Train,0.35609699,0.35609699,0.35609699,0.00041042,0.396559961,0.035807335,0.911884134,0.355195767,2.067421626,2.067421626,2.067421626,0.002747216,332.258524,332.1238343,332.3932137,0.190480015,0.260536731,0.258534593,0.263303679,0.002474822,0,0,0,0
83,9.973950776,9.140687135,10.85077768,0.503264694,0.28825899,0.023984555,1.391212531,0.302894656,86.17043458,86.17043458,86.17043458,0.841268008,Car,0.402652864,0.104315363,0.521184979,0.126734347,0.443646019,0.262806129,0.624485908,0.255746224,0.752248651,0.246696153,2.015991087,0.647915427,207.6021126,207.6021126,207.6021126,14.74619107,0.921007899,0.827125986,0.995525243,0.071651374,0,0,0,0
97,9.803426598,8.870010522,10.30579673,0.182850793,0.010555262,0.006348298,0.014762226,0.005949546,48.38395677,45.66602457,51.10188897,3.843736577,Still,0.997690699,0.997378652,0.997852701,0.000176985,0.068294337,0.053561425,0.085921619,0.013619509,0.249910873,0.024989798,0.678766524,0.371548092,318.8950385,316.9781907,319.6040965,0.759883834,0.389736272,0.389607492,0.389865053,0.000182123,0.86094576,0.86094576,0.86094576,0
77,10.39798234,2.866489254,15.54041467,4.6754616,0.674022461,0.153709978,1.322598287,0.378769338,78.19539829,78.19539829,78.19539829,3.664410601,Walking,0.98054042,0.962892778,0.989907625,0.012693208,0.748977319,0.34223609,1.425258665,0.477236255,2.317784901,1.961932108,2.702566137,0.371163485,323.1479848,323.1479848,323.1479848,4.250735108,0.803643637,0.785689386,0.837077693,0.018880052,0.395,0.39,0.4,0.007071068
391,10.0264399,9.988291298,10.06080756,0.024958957,0.014269354,0.004152466,0.038842875,0.009005521,89.76085605,89.76085605,89.76085605,0.029555071,Walking,0.720653576,0.719685075,0.722801546,0.001236788,0.034644951,0.028416298,0.045839019,0.007677027,0.094530851,0.032062453,0.15699925,0.088343657,320.0904795,319.8946604,320.2099007,0.149386469,0.820888536,0.817897749,0.823172132,0.002003534,0,0,0,0
43,10.00734376,9.990675768,10.01793427,0.010854551,0.006786161,0.001347101,0.012530932,0.003025948,89.78256903,89.78256903,89.78256903,0.00199469,Still,0.964311555,0.964204728,0.964422901,5.74E-05,0.040526323,0.037318971,0.046812088,0.002958905,0.033002183,0.033002183,0.033002183,0.018724937,200.5998957,200.5829334,200.621832,0.013557557,0.971980987,0.9719267,0.972068908,5.08E-05,0,0,0,0
92,9.957584852,9.78505779,10.22291748,0.118743446,0.008948092,0.002609354,0.01368357,0.003526996,75.86742498,75.86742498,75.86742498,7.094040628,Car,0.651560121,0.651560121,0.651560121,0.002754483,0.017258092,0.006391587,0.027553102,0.003960141,0.170340454,0.168202198,0.17247871,0.003023951,224.6065005,224.4544357,224.9517486,0.168965322,0.964560692,0.963957298,0.96495212,0.000530203,6.576966,6.576966,6.576966,1.216622472
94,9.797164075,9.483456442,10.12735072,0.097744994,0.017723876,0.007917718,0.030786639,0.008971763,81.12131859,81.12131859,81.12131859,1.464632749,Bus,0.694075982,0.693212769,0.695316159,0.001101198,0.045704937,0.038634509,0.052775365,0.009999096,0.137094224,0.099475783,0.174712666,0.05320051,283.484876,283.484876,283.484876,0.161450056,0.68870218,0.687755925,0.690107367,0.001241082,5.7907405,5.7907405,5.7907405,0
